model,num_irrelevant,max_allowed_features,target_feature,dataset,year_start,year_end,splitsize,max_lag,init_lag,max_forecast,mae_score,corr_score,n_total_features,waveletfilter,selected_feature_list,feature_importances,selected_features
LRDropoutPSO,0,6,shTSjfm,slow,866.5,2005.5,0.8,15,1,1,9.240356206176259,0.561578816728212,1755,False,"['2_lag_tripol3', '1_lag_9_median_AMOCann', '13_lag_nhTSjfm', '1_lag_14_median_traDP', '11_lag_naoPSLjfm', '5_lag_tripol2']","[4.152143636624697, 1.2044199759846368, 1.941955911023392, 3.400501405886345, 2.5967378437532833, 0.12833746883704578]","2_lag_tripol3, 1_lag_9_median_AMOCann, 13_lag_nhTSjfm, 1_lag_14_median_traDP, 11_lag_naoPSLjfm, 5_lag_tripol2_1755_1"
LRDropoutPSO,1,6,shTSjfm,slow,867.5,2005.5,0.8,16,1,1,17.670971250533682,-0.5954179257368183,1885,False,"['5_lag_traWP', '13_lag_scpPSLjfm', '1_lag_3_median_mhfATL45', '1_lag_13_median_amo2', '3_lag_satlSSTjfm', '3_lag_stratZ50ndj01']","[0.12652696041284095, 2.060892287189793, 0.967888851714866, 4.606569949740875, 3.319951619153942, 1.8963112464756815]","5_lag_traWP, 13_lag_scpPSLjfm, 1_lag_3_median_mhfATL45, 1_lag_13_median_amo2, 3_lag_satlSSTjfm, 3_lag_stratZ50ndj01_1885_1"
LRDropoutPSO,2,6,shTSjfm,slow,868.5,2005.5,0.8,17,1,1,10.436442576240482,0.47346691783987055,2015,False,"['1_lag_3_median_shTSjfm', '15_lag_scpPSLjfm', '1_lag_13_median_traBO', '1_lag_pdoSSTjfm', '6_lag_tripol1', '1_lag_4_median_traFB']","[2.7960176160411963, 2.097020643698143, 2.0970934467239473, 2.097021309782872, 2.0971443454402277, 2.097026133332635]","1_lag_3_median_shTSjfm, 15_lag_scpPSLjfm, 1_lag_13_median_traBO, 1_lag_pdoSSTjfm, 6_lag_tripol1, 1_lag_4_median_traFB_2015_1"
LRDropoutPSO,3,6,shTSjfm,slow,869.5,2005.5,0.8,18,1,1,9.54389654302797,0.6371867667112613,2145,False,"['1_lag_11_median_traBO', '1_lag_2_median_shTSjfm', '3_lag_nhTSjfm', '1_lag_13_median_ismPRjja', '1_lag_4_median_traIT', '1_lag_7_median_ensoSSTjfm']","[1.9824487019606405, 2.0152786475495703, 2.2055399834232015, 2.410876023108483, 1.9818896413343985, 2.6424791512520254]","1_lag_11_median_traBO, 1_lag_2_median_shTSjfm, 3_lag_nhTSjfm, 1_lag_13_median_ismPRjja, 1_lag_4_median_traIT, 1_lag_7_median_ensoSSTjfm_2145_1"
LRDropoutPSO,4,6,shTSjfm,slow,870.5,2005.5,0.8,19,1,1,14.003813417610589,-0.2555510175739819,2275,False,"['10_lag_shSICmar', '1_lag_10_median_glomaSSTjfm', '2_lag_amoSSTmjjaso', '1_lag_16_median_traDS', '1_lag_traFS', '1_lag_8_median_wnorPRjfm']","[3.963209965077466, 0.6831291009004108, 3.419960280593603, 0.756829287204841, 0.5015088317483851, 0.006681007266536199]","10_lag_shSICmar, 1_lag_10_median_glomaSSTjfm, 2_lag_amoSSTmjjaso, 1_lag_16_median_traDS, 1_lag_traFS, 1_lag_8_median_wnorPRjfm_2275_1"
LRDropoutPSO,5,6,shTSjfm,slow,871.5,2005.5,0.8,20,1,1,11.507923050062528,0.3501655060292693,2405,False,"['5_lag_naoPSLjfm', '1_lag_10_median_atlSICsep', '3_lag_yrvPRjja', '13_lag_labSSTjfm', '4_lag_stratZ50ndj02', '17_lag_ginwSSTjfm']","[2.2345951334004894, 0.8570741156372019, 0.8059444600298153, 0.5259229005880695, 4.111073355838556, 4.748031202359384]","5_lag_naoPSLjfm, 1_lag_10_median_atlSICsep, 3_lag_yrvPRjja, 13_lag_labSSTjfm, 4_lag_stratZ50ndj02, 17_lag_ginwSSTjfm_2405_1"
LRDropoutPSO,6,6,shTSjfm,slow,872.5,2005.5,0.8,21,1,1,8.339031600489093,0.6992597826478538,2535,False,"['1_lag_traFB', '20_lag_traBO', '1_lag_19_median_traBO', '1_lag_13_median_amo1', '1_lag_8_median_nchinaPRjja', '18_lag_mhfIP30']","[2.4281984448083733, 2.737865467701175, 6.091462644899028, 2.7943247446693498, 2.6108024841823116, 0.006357285158404835]","1_lag_traFB, 20_lag_traBO, 1_lag_19_median_traBO, 1_lag_13_median_amo1, 1_lag_8_median_nchinaPRjja, 18_lag_mhfIP30_2535_1"
LRDropoutPSO,7,6,shTSjfm,slow,873.5,2005.5,0.8,22,2,2,9.700398052435608,0.6479474618300374,2535,False,"['2_lag_13_median_traIFC', '2_lag_20_median_arcTSjfm', '17_lag_yrvPRjja', '20_lag_ginwSSTjfm', '12_lag_wnorPRjfm', '2_lag_13_median_stratZ50ndj01']","[2.5103777979554502, 2.69440832848799, 2.2081644540152494, 2.9441673558353796, 2.217412815392526, 2.2082014356324007]","2_lag_13_median_traIFC, 2_lag_20_median_arcTSjfm, 17_lag_yrvPRjja, 20_lag_ginwSSTjfm, 12_lag_wnorPRjfm, 2_lag_13_median_stratZ50ndj01_2535_2"
LRDropoutPSO,8,6,shTSjfm,slow,874.5,2005.5,0.8,23,3,3,13.26166139301272,-0.14112520516280672,2535,False,"['3_lag_12_median_traFSC', '8_lag_traDS', '3_lag_14_median_glomaSSTjfm', '3_lag_12_median_AMOCann', '14_lag_tripol3', '19_lag_traWP']","[1.2743225647248693, 1.4194103926121215, 0.7388127589921183, 3.0493811385620475, 2.2830032276005063, 1.1811905028331573]","3_lag_12_median_traFSC, 8_lag_traDS, 3_lag_14_median_glomaSSTjfm, 3_lag_12_median_AMOCann, 14_lag_tripol3, 19_lag_traWP_2535_3"
LRDropoutPSO,9,6,shTSjfm,slow,875.5,2005.5,0.8,24,4,4,12.1074458645439,0.2649844648059692,2535,False,"['4_lag_17_median_mhfATL30', '4_lag_23_median_mhfATL60', '15_lag_shTSjfm', '4_lag_6_median_traMC', '22_lag_mhfATL30', '15_lag_shSICmar']","[1.5762325531202654, 1.6064297035327528, 1.995576076480284, 2.099089456038922, 2.0229907854738993, 1.927449986478144]","4_lag_17_median_mhfATL30, 4_lag_23_median_mhfATL60, 15_lag_shTSjfm, 4_lag_6_median_traMC, 22_lag_mhfATL30, 15_lag_shSICmar_2535_4"
