model,num_irrelevant,max_allowed_features,target_feature,dataset,year_start,year_end,splitsize,max_lag,init_lag,max_forecast,mae_score,corr_score,n_total_features,waveletfilter,selected_feature_list,feature_importances,selected_features
LRforcedPSO_10percent,0,6,amo3,slow,866.5,2005.5,0.8,15,5,5,17.855574661756375,0.1137649791203224,418,False,"['5_lag_6_median_stratZ50ndj02', '6_lag_shSICmar', '12_lag_atlSICsep', '5_lag_13_median_solFORC', '8_lag_nhSICsep', '5_lag_9_median_stratZ50ndj04']","[5.942266671679288, 3.0926414880389004, 0.4569978814192144, 3.3235428226884416, 6.190666643605938, 4.841322462773361]","5_lag_6_median_stratZ50ndj02, 6_lag_shSICmar, 12_lag_atlSICsep, 5_lag_13_median_solFORC, 8_lag_nhSICsep, 5_lag_9_median_stratZ50ndj04_418_5"
LRforcedPSO_10percent,1,6,amo3,slow,867.5,2005.5,0.8,16,6,6,14.918613164376183,0.4240233074853706,418,False,"['6_lag_amoSSTjfm', '6_lag_7_median_nhSICjfm', '6_lag_13_median_eurPSLjfm', '6_lag_8_median_amo1', '10_lag_amo3', '9_lag_solFORC']","[1.488518235755432, 8.25986320850208, 3.0166085298204663, 3.242313982114158, 1.220904767100322, 4.645233611530322]","6_lag_amoSSTjfm, 6_lag_7_median_nhSICjfm, 6_lag_13_median_eurPSLjfm, 6_lag_8_median_amo1, 10_lag_amo3, 9_lag_solFORC_418_6"
LRforcedPSO_10percent,2,6,amo3,slow,868.5,2005.5,0.8,17,7,7,18.065741514333567,0.017329225856332786,418,False,"['7_lag_8_median_stratZ50ndj01', '13_lag_stratZ50ndj01', '10_lag_amoSSTjfm', '7_lag_16_median_nhSICsep', '14_lag_atlSICjfm', '12_lag_nhSICjfm']","[6.304436165967889, 2.520822854002871, 1.6777388680319234, 0.7109452359811215, 0.9013924733400014, 2.067394751150726]","7_lag_8_median_stratZ50ndj01, 13_lag_stratZ50ndj01, 10_lag_amoSSTjfm, 7_lag_16_median_nhSICsep, 14_lag_atlSICjfm, 12_lag_nhSICjfm_418_7"
LRforcedPSO_10percent,3,6,amo3,slow,869.5,2005.5,0.8,18,8,8,16.89538484374854,0.14374402217942148,418,False,"['8_lag_10_median_solFORC', '9_lag_eapPSLjfm', '8_lag_10_median_nppc2SSTjfm', '14_lag_nppc2SSTjfm', '13_lag_amoSSTjfm', '11_lag_eapPSLjfm']","[2.48583583138357, 0.35316523419902524, 3.4132616613052296, 0.22135028097216036, 0.31765370569165796, 5.168263108523973]","8_lag_10_median_solFORC, 9_lag_eapPSLjfm, 8_lag_10_median_nppc2SSTjfm, 14_lag_nppc2SSTjfm, 13_lag_amoSSTjfm, 11_lag_eapPSLjfm_418_8"
LRforcedPSO_10percent,4,6,amo3,slow,870.5,2005.5,0.8,19,9,9,16.639797648932365,0.15367224830311044,418,False,"['13_lag_atlSICjfm', '10_lag_solFORC', '11_lag_shSICmar', '9_lag_11_median_stratZ50ndj03', '9_lag_13_median_solFORC', '16_lag_nppc2SSTjfm']","[0.556231858798137, 6.084766984397895, 5.7779939124438755, 2.1767839100950193, 2.1299693889751437, 0.25420745492607644]","13_lag_atlSICjfm, 10_lag_solFORC, 11_lag_shSICmar, 9_lag_11_median_stratZ50ndj03, 9_lag_13_median_solFORC, 16_lag_nppc2SSTjfm_418_9"
LRforcedPSO_10percent,5,6,amo3,slow,871.5,2005.5,0.8,20,10,10,15.395262950533303,0.3386809764731268,418,False,"['10_lag_19_median_shSICmar', '10_lag_18_median_amo2', '12_lag_nhSICjfm', '10_lag_19_median_atlSICjfm', '10_lag_stratZ50ndj02', '10_lag_15_median_shSICmar']","[3.7769874529979965, 1.3388141210235478, 2.4232440631502143, 4.10389569450002, 1.0944603332417042, 4.620122523632954]","10_lag_19_median_shSICmar, 10_lag_18_median_amo2, 12_lag_nhSICjfm, 10_lag_19_median_atlSICjfm, 10_lag_stratZ50ndj02, 10_lag_15_median_shSICmar_418_10"
LRforcedPSO_10percent,6,6,amo3,slow,872.5,2005.5,0.8,21,11,11,15.825998533670791,0.35694675109616836,418,False,"['11_lag_17_median_stratZ50ndj04', '18_lag_nhSICjfm', '11_lag_13_median_nhSICjfm', '11_lag_17_median_atlSICsep', '11_lag_13_median_nppc2SSTjfm', '11_lag_20_median_naoPSLjfm']","[5.246511554868929, 1.8662569006397849, 3.4863761339105492, 1.5107585095127973, 3.041445764732156, 4.192779266074124]","11_lag_17_median_stratZ50ndj04, 18_lag_nhSICjfm, 11_lag_13_median_nhSICjfm, 11_lag_17_median_atlSICsep, 11_lag_13_median_nppc2SSTjfm, 11_lag_20_median_naoPSLjfm_418_11"
LRforcedPSO_10percent,7,6,amo3,slow,873.5,2005.5,0.8,22,12,12,16.40777502170756,0.2338247645454965,418,False,"['17_lag_stratZ50ndj04', '18_lag_amoSSTjfm', '12_lag_19_median_atlSICjfm', '16_lag_solFORC', '12_lag_17_median_amoSSTmjjaso', '12_lag_17_median_AMOCann']","[0.7019933667672706, 2.4999607578381227, 2.374015649159544, 9.352262404397674, 0.184267374043527, 3.8555102671207475]","17_lag_stratZ50ndj04, 18_lag_amoSSTjfm, 12_lag_19_median_atlSICjfm, 16_lag_solFORC, 12_lag_17_median_amoSSTmjjaso, 12_lag_17_median_AMOCann_418_12"
LRforcedPSO_10percent,8,6,amo3,slow,874.5,2005.5,0.8,23,13,13,17.261676639987122,0.10826626956084301,418,False,"['22_lag_amoSSTmjjaso', '14_lag_atlSICjfm', '20_lag_amo3', '16_lag_shSICmar', '13_lag_15_median_stratZ50ndj01', '13_lag_18_median_amo3']","[0.02595941700350224, 5.409555844705849, 2.10673487450509, 1.5364843843412999, 0.807472867242014, 2.633714974766354]","22_lag_amoSSTmjjaso, 14_lag_atlSICjfm, 20_lag_amo3, 16_lag_shSICmar, 13_lag_15_median_stratZ50ndj01, 13_lag_18_median_amo3_418_13"
LRforcedPSO_10percent,9,6,amo3,slow,875.5,2005.5,0.8,24,14,14,17.05472317333957,0.13117762235566272,418,False,"['14_lag_20_median_nhSICjfm', '14_lag_20_median_stratZ50ndj04', '23_lag_amo2', '14_lag_shSICsep', '14_lag_15_median_nppc2SSTjfm', '15_lag_nppc2SSTjfm']","[2.1822224486554536, 5.1203633732109886, 2.022265881566339, 4.659624635273552, 6.256055319817609, 8.330523580887048]","14_lag_20_median_nhSICjfm, 14_lag_20_median_stratZ50ndj04, 23_lag_amo2, 14_lag_shSICsep, 14_lag_15_median_nppc2SSTjfm, 15_lag_nppc2SSTjfm_418_14"
LRforcedPSO_10percent,10,6,amo3,slow,876.5,2005.5,0.8,25,15,15,16.974103835601856,0.18566081743170343,418,False,"['15_lag_solFORC', '15_lag_20_median_shSICsep', '15_lag_23_median_stratZ50ndj04', '21_lag_nhSICsep', '22_lag_nhSICjfm', '18_lag_nhSICsep']","[2.8493647718034136, 2.7649601060964324, 6.602203974821034, 0.568949628854492, 1.1731861528170846, 0.8396384730287387]","15_lag_solFORC, 15_lag_20_median_shSICsep, 15_lag_23_median_stratZ50ndj04, 21_lag_nhSICsep, 22_lag_nhSICjfm, 18_lag_nhSICsep_418_15"
LRforcedPSO_10percent,11,6,amo3,slow,877.5,2005.5,0.8,26,16,16,17.461456079624096,0.08706321834914295,418,False,"['18_lag_amo2', '22_lag_nhSICjfm', '17_lag_nhSICsep', '16_lag_18_median_amoSSTmjjaso', '16_lag_21_median_atlSICsep', '16_lag_20_median_amo3']","[2.520586230109327, 2.1657805357886026, 0.5550776265157324, 2.4325135852909474, 5.94773226204639, 3.288537551436656]","18_lag_amo2, 22_lag_nhSICjfm, 17_lag_nhSICsep, 16_lag_18_median_amoSSTmjjaso, 16_lag_21_median_atlSICsep, 16_lag_20_median_amo3_418_16"
LRforcedPSO_10percent,12,6,amo3,slow,878.5,2005.5,0.8,27,17,17,18.62568439277217,-0.0765567046507074,418,False,"['17_lag_22_median_scpPSLjfm', '17_lag_22_median_eapPSLjfm', '25_lag_nppc2SSTjfm', '17_lag_25_median_amo1', '26_lag_solFORC', '17_lag_26_median_amoSSTmjjaso']","[2.3112809761081756, 1.710249103614487, 1.389578966687635, 2.6093577079208536, 4.688274117321182, 2.402654334618452]","17_lag_22_median_scpPSLjfm, 17_lag_22_median_eapPSLjfm, 25_lag_nppc2SSTjfm, 17_lag_25_median_amo1, 26_lag_solFORC, 17_lag_26_median_amoSSTmjjaso_418_17"
