model,num_irrelevant,max_allowed_features,target_feature,dataset,year_start,year_end,splitsize,max_lag,init_lag,max_forecast,mae_score,corr_score,n_total_features,waveletfilter,selected_feature_list,feature_importances,selected_features
LRDropoutPSO,0,6,amo2,slow,866.5,2005.5,0.6,15,1,1,7.878503923291032,0.6181559186719134,594,False,"['13_lag_amoSSTmjjaso', '6_lag_stratZ50ndj03', '7_lag_amo1', '1_lag_3_median_naoPSLjfm', '13_lag_eurPSLjfm', '1_lag_11_median_amoSSTmjjaso']","[1.4248768899453141, 1.6053495868503513, 1.460908940172536, 1.7045722080051724, 1.7744903856322447, 1.882440867727734]","13_lag_amoSSTmjjaso, 6_lag_stratZ50ndj03, 7_lag_amo1, 1_lag_3_median_naoPSLjfm, 13_lag_eurPSLjfm, 1_lag_11_median_amoSSTmjjaso_594_1"
LRDropoutPSO,1,6,amo2,slow,867.5,2005.5,0.6,16,1,1,9.12991414591258,0.4562920926195127,638,False,"['1_lag_2_median_stratZ50ndj02', '8_lag_stratZ50ndj03', '2_lag_stratZ50ndj04', '1_lag_2_median_nhSICjfm', '2_lag_atlSICsep', '10_lag_naoPSLjfm']","[1.9002881180360571, 1.5716191769181371, 0.16589060298038127, 0.7850842216777743, 4.38022991053969, 0.5391926609794968]","1_lag_2_median_stratZ50ndj02, 8_lag_stratZ50ndj03, 2_lag_stratZ50ndj04, 1_lag_2_median_nhSICjfm, 2_lag_atlSICsep, 10_lag_naoPSLjfm_638_1"
LRDropoutPSO,2,6,amo2,slow,868.5,2005.5,0.6,17,1,1,9.743103821374008,0.28482894494450983,682,False,"['1_lag_7_median_eapPSLjfm', '1_lag_14_median_stratZ50ndj01', '10_lag_nhSICjfm', '15_lag_stratZ50ndj03', '13_lag_stratZ50ndj04', '12_lag_scpPSLjfm']","[1.7545198460839702, 1.88274320336335, 1.6887960593766949, 1.4755790519410266, 1.412057402522539, 1.7913524577198736]","1_lag_7_median_eapPSLjfm, 1_lag_14_median_stratZ50ndj01, 10_lag_nhSICjfm, 15_lag_stratZ50ndj03, 13_lag_stratZ50ndj04, 12_lag_scpPSLjfm_682_1"
LRDropoutPSO,3,6,amo2,slow,869.5,2005.5,0.6,18,1,1,7.505112884196442,0.6536548223292524,726,False,"['1_lag_8_median_shSICmar', '4_lag_amo2', '2_lag_shSICmar', '1_lag_3_median_atlSICjfm', '15_lag_nhSICjfm', '1_lag_12_median_amo2']","[0.6378279062708998, 4.780143096500137, 3.1374451527334486, 0.41069238632725913, 1.315046936003224, 1.5254660056643843]","1_lag_8_median_shSICmar, 4_lag_amo2, 2_lag_shSICmar, 1_lag_3_median_atlSICjfm, 15_lag_nhSICjfm, 1_lag_12_median_amo2_726_1"
LRDropoutPSO,4,6,amo2,slow,870.5,2005.5,0.6,19,1,1,9.097704508198191,0.4207942366114434,770,False,"['1_lag_3_median_solFORC', '2_lag_stratZ50ndj01', '6_lag_shSICmar', '7_lag_stratZ50ndj02', '2_lag_AMOCann', '1_lag_8_median_stratZ50ndj04']","[3.2394956751470403, 0.39544290618199085, 1.9946702916184496, 2.0254756928422246, 0.21291426921378687, 0.2254719506254439]","1_lag_3_median_solFORC, 2_lag_stratZ50ndj01, 6_lag_shSICmar, 7_lag_stratZ50ndj02, 2_lag_AMOCann, 1_lag_8_median_stratZ50ndj04_770_1"
LRDropoutPSO,5,6,amo2,slow,871.5,2005.5,0.6,20,1,1,12.145399752927455,-0.6100476732571161,814,False,"['1_lag_5_median_nhSICjfm', '5_lag_nhSICjfm', '5_lag_atlSICjfm', '12_lag_nhSICjfm', '1_lag_11_median_shSICmar', '4_lag_nppc2SSTjfm']","[2.4992432317407403, 2.1943427510526896, 2.1196315511965085, 1.8744344966499304, 2.271457839343294, 1.9091710151798615]","1_lag_5_median_nhSICjfm, 5_lag_nhSICjfm, 5_lag_atlSICjfm, 12_lag_nhSICjfm, 1_lag_11_median_shSICmar, 4_lag_nppc2SSTjfm_814_1"
LRDropoutPSO,6,6,amo2,slow,872.5,2005.5,0.6,21,1,1,11.518950322432392,-0.44506592204266776,858,False,"['6_lag_stratZ50ndj01', '1_lag_19_median_nhSICjfm', '9_lag_nhSICsep', '1_lag_20_median_eurPSLjfm', '20_lag_atlSICjfm', '1_lag_12_median_scpPSLjfm']","[2.9423052900061375, 1.3430439903695124, 2.084841561349304, 3.568739548426299, 2.246777408648624, 0.025000956318660172]","6_lag_stratZ50ndj01, 1_lag_19_median_nhSICjfm, 9_lag_nhSICsep, 1_lag_20_median_eurPSLjfm, 20_lag_atlSICjfm, 1_lag_12_median_scpPSLjfm_858_1"
LRDropoutPSO,7,6,amo2,slow,873.5,2005.5,0.6,22,2,2,10.432390873106732,0.1778622691418407,858,False,"['2_lag_18_median_amoSSTmjjaso', '2_lag_17_median_naoPSLjfm', '19_lag_eurPSLjfm', '16_lag_solFORC', '14_lag_amoSSTjfm', '2_lag_15_median_amo3']","[0.0859351373444639, 1.530281277574126, 1.9955613864032333, 1.4565646066277527, 6.383692170165951, 3.4641137547466254]","2_lag_18_median_amoSSTmjjaso, 2_lag_17_median_naoPSLjfm, 19_lag_eurPSLjfm, 16_lag_solFORC, 14_lag_amoSSTjfm, 2_lag_15_median_amo3_858_2"
LRDropoutPSO,8,6,amo2,slow,874.5,2005.5,0.6,23,3,3,8.7093588864923,0.5701442538423522,858,False,"['3_lag_6_median_nhSICjfm', '3_lag_6_median_atlSICjfm', '3_lag_20_median_eapPSLjfm', '3_lag_18_median_atlSICsep', '14_lag_amo3', '5_lag_nppc2SSTjfm']","[0.6995659305294666, 1.5396589761038335, 2.615003524353952, 2.5719077758739157, 0.26736461359251074, 4.21703738721229]","3_lag_6_median_nhSICjfm, 3_lag_6_median_atlSICjfm, 3_lag_20_median_eapPSLjfm, 3_lag_18_median_atlSICsep, 14_lag_amo3, 5_lag_nppc2SSTjfm_858_3"
LRDropoutPSO,9,6,amo2,slow,875.5,2005.5,0.6,24,4,4,7.973020234218444,0.6135461186118685,858,False,"['4_lag_20_median_stratZ50ndj04', '4_lag_20_median_amo2', '12_lag_atlSICsep', '18_lag_stratZ50ndj03', '9_lag_amo2', '4_lag_16_median_eapPSLjfm']","[2.1550388664178315, 2.3425376258691784, 2.035315432082439, 1.8074584371572393, 2.164545448361737, 2.3829148523782857]","4_lag_20_median_stratZ50ndj04, 4_lag_20_median_amo2, 12_lag_atlSICsep, 18_lag_stratZ50ndj03, 9_lag_amo2, 4_lag_16_median_eapPSLjfm_858_4"
