Time,glTSjfm,nhTSjfm,shTSjfm,cetTSjfm,amoSSTjfm,satlSSTjfm,ensoSSTjfm,neurTSjfm,seurTSjfm,arcTSjfm,nhSICjfm,nhSICsep,shSICmar,shSICsep,nchinaPRjja,yrvPRjja,ismPRjja,wnorPRjfm,naoPSLjfm,eapPSLjfm,scpPSLjfm,eurPSLjfm,samPSLann,atlSICjfm,atlSICsep,pdoSSTjfm,nppc2SSTjfm,nppc3SSTjfm,AMOCann,traBO,traBS,traCA,traDS,traDP,traEC,traEU,traFSC,traFB,traFS,traIFC,traIT,traMC,traTLS,traWP,alpi,mhfATL30,mhfATL45,mhfATL60,mhfIP30,tripol1,tripol2,tripol3,amo1,amo2,amo3,labSSTjfm,ormenSSTjfm,gyreSSTjfm,ginwSSTjfm,glomaSSTjfm,amoSSTmjjaso,stratZ50ndj01,stratZ50ndj02,stratZ50ndj03,stratZ50ndj04
1051.5,14.0306558609009,10.8013534545898,17.2599639892578,6.77957248687744,20.3799058012982,19.4940746801678,27.9371553244603,0.388444513082504,9.54868125915527,-8.95851707458496,9278193,5164241,3976068,13985998,4.1130633354187,7.28464221954346,5.08055257797241,3.53898167610168,5627.883,-524.8514,-3060.071,2988.583,-7.4505615234375,3971755.25,1465397.25,0.908945465094107,17.9764583468299,-14.6175585604958,24.6246808263639,3.1487073699681,1.2830146762913,-1.61619418765743,-3.23147791454824,127.128299638159,0.102559771313204,19.3438723072309,-1.2702750469359,15.2109708236475,-2.83935009336044,4.7059999205915,-19.6732443507801,-31.7971087157945,-4.9335994561379,9.35448476649115,13591603.8732233,1.21504591363169e+15,782841906390315,457623847351912,331147187557324,16.464176320583,27.8372600606492,23.2321478876242,25.7410715379467,21.7768441642264,10.034688730459,3.71237420413859,5.66271228391888,7.50630438550878,-1.62039954838386,18.8492542541768,23.0978528782084,NaN,NaN,NaN,NaN
1052.5,13.9555778503418,10.6849374771118,17.2262001037598,5.9000358581543,20.3649355666928,19.4616567871446,27.8207756247768,-0.0918847471475601,9.0394229888916,-9.11216831207275,9264950,5048238.5,3653525,13961609,5.49012851715088,5.08602237701416,6.78285980224609,3.03216004371643,-1157.929,-3184.094,-2252.914,-478.7027,-7.54498291015625,3885166.5,1241686.5,-10.2584594154526,13.123782294362,-13.5876392906966,24.5762189822204,3.30336631760491,1.35927794350149,-1.41318867496663,-3.51042692993586,125.275104804495,0.0706988159821032,26.2000699709886,-1.20506104693239,15.3310529009447,-3.20988228255491,4.74267806844386,-18.5295888379005,-31.0751835908571,-2.62684640322964,9.13569256819969,7228932.59629664,1.21605396495903e+15,792796726090604,464098214289432,589297164997897,16.2933152162594,27.7229348967596,23.3228321621029,25.8905884791451,21.6941263492597,9.91433910707038,3.6756198175463,5.69573957432852,7.38890352415964,-1.45359628006592,18.8598710840744,22.9053591704544,-2799.683,3148.951,-1050.4,382.1165
1053.5,13.9164295196533,10.518012046814,17.3148536682129,7.35868883132935,20.298345878383,19.8086250227377,26.9883850859599,2.06989026069641,9.31803321838379,-9.61787986755371,9115430,4375187,3300633.75,14371558,5.26851797103882,5.45087623596191,7.86940813064575,3.91237044334412,5127.183,-2123.062,415.2016,4531.352,-7.151123046875,3868810,1400554,38.8218542863842,22.5908063744745,-8.85627781630484,24.0207903068623,3.28833006027338,1.28388612614956,-1.87593213031967,-3.35145530049395,125.790079516717,0.0920034661633587,11.1763416874793,-1.43343610134438,15.4860568383702,-2.72952327797811,5.24137032417463,-20.9296776565017,-29.693998271524,-2.00724982397168,8.7731180557882,0,1.21579514052503e+15,742817810939131,510342654030111,607831747930072,17.0798258497818,27.155262616655,22.8881545297493,25.792070349762,21.7117548285242,9.79095355517117,3.62915010315685,5.71796723047076,7.30453268116066,-1.33436424294156,18.8833621799934,22.766770778253,-2439.393,-2669.575,83.82927,-657.4964
1054.5,13.7968254089355,10.3601455688477,17.2335186004639,5.22755813598633,20.3531718638762,19.6852353116849,26.639201780784,-0.0205819495022297,7.91808319091797,-9.35487174987793,9307037,5237826.5,2985244.25,14551905,4.48639297485352,4.01178503036499,6.5951681137085,2.63737869262695,-198.9258,-10888.73,336.1482,-3963.045,-5.0902099609375,3929928.5,1560498.5,21.6842189194063,-15.7088184986348,-15.2643437032441,23.9378635547027,3.37545927358418,1.36142292505967,-1.48967433936303,-3.00558153109644,125.29524104744,0.063978252878958,9.36303533229698,-1.29790183404565,15.0788165166583,-3.24877005777964,4.37051610523571,-19.6160361851834,-28.3266420671431,-2.73733763082226,9.46613559312083,6429266.78746296,1.10551755009693e+15,782281186545165,464961965219952,476835421978290,16.8487245591614,26.9485691626895,23.0810832540709,25.7385997589537,21.6899180395669,9.96839314706976,3.49307961585626,5.62836774392692,7.53066919415287,-1.59988595366271,18.789330374185,22.6580182745077,-2767.144,-920.14,1260.122,680.3362
1055.5,13.9496564865112,10.5102348327637,17.3890609741211,4.67250442504883,20.2879040592135,19.5704375237107,28.3979110104027,-0.793713808059692,8.94990634918213,-9.65804386138916,9390856,5484684,3469608.5,14800266,6.19494199752808,4.1751503944397,7.68183326721191,2.38182497024536,-6547.985,306.766,187.6062,-1065.662,-4.76190185546875,3904950,1135747.75,2.87851749861798,-12.2535336449236,-3.75174910854648,23.8950378757524,2.33957223181449,1.24828260814855,-1.10553553526083,-2.4814928609288,123.886084798465,0.0884413718920161,18.2347939621242,-1.58093477610959,15.5191023744568,-2.46865616165171,3.83894564836874,-17.224269208435,-31.7960914958263,-5.35484122123592,9.80799241512366,10676385.6901024,1.18544054112015e+15,775233083367596,439936091615955,457690075222066,16.5067118671783,28.1833418377791,23.1487268119774,25.7615187191945,21.7573193377605,9.70166867755065,3.24287025633067,5.13958237271163,7.17136016795405,-1.43553487204907,18.9626363310279,22.8461836186003,-136.8278,-1617.234,246.426,-1514.406
1056.5,13.9501504898071,10.4495544433594,17.4507503509521,3.73467063903809,20.529122614911,19.6661351651391,28.1777002998269,-3.37598443031311,7.87517833709717,-9.06012916564941,9311605,5416675,4067969.25,14909227,6.44167137145996,5.60462856292725,7.86783647537231,2.37062191963196,-12486.27,-328.4001,1091.202,-1447.189,-4.19708251953125,3673399.5,1158084.5,-25.2535917731473,-7.99015301192514,-7.27759673985374,24.102128093921,2.47882124837183,1.31800812918344,-1.08154468651442,-2.00434728802885,120.763289713046,0.0781319535065973,18.7890410971777,-1.82682190275358,15.3870784468086,-2.72754659157047,3.50936196403365,-18.8319666264706,-27.8810073309341,-3.66563468106457,8.33306352429036,13468482.8146176,1.17111471066217e+15,792530381624138,418325850945330,305145853004168,16.0896000260341,28.02466639551,23.3571133418168,25.986733061802,21.7656618320611,10.0597305250897,3.79314456909381,4.99251484216609,7.9524459725947,-1.57172286887147,18.9377310714396,23.1920075739822,1152.677,-390.1908,1344.179,14.15333
1057.5,13.9408292770386,10.5869216918945,17.2947330474854,6.89748573303223,20.5184234728121,19.5472208431949,27.4245732759275,-0.00376695487648249,9.06880569458008,-9.16161060333252,9104768,4811576,4142872,15844436,5.49856853485107,4.751784324646,6.91851091384888,3.94679403305054,9381.71,-1345.727,-1468.46,-870.8479,-5.7802734375,3907761.5,1439459.125,-24.1775994655597,-2.42716727468453,-0.117374010057278,23.4736024078442,2.5495691502413,1.43547884419435,-1.52119376607804,-2.99606006954777,123.2422258643,0.0944813192215658,15.1171308666965,-1.49962312943444,15.4284075598792,-2.45214475634188,4.49478109955509,-19.0213734770056,-30.5252057514727,-4.58089438857776,8.86791179884032,1250451.97031364,1.17219990694041e+15,721602767187986,477554169812488,497035354355892,16.110275874764,27.5186675286833,23.4302310412798,25.944590390565,21.8041093415959,10.1965269750294,3.647724321449,4.6153271081119,7.89199612776663,-1.51309658340274,18.8783710743772,22.7592187240605,-1852.737,-914.6449,-642.6329,-190.8825
1058.5,13.8497648239136,10.3750696182251,17.3244514465332,4.6679630279541,20.2764654239254,19.3098056619374,28.4187388606148,-3.43603944778442,8.08203601837158,-9.64616870880127,9634796,5360565.5,4060887.75,14856169,6.6547589302063,5.50046253204346,9.39239406585693,2.26360297203064,-11079.2,-1939.043,3822.43,4355.571,-5.3001708984375,3980836.5,1318552.75,-19.7291797167943,-3.24792178088002,0.180006006494538,23.201234191615,2.32782638031899,1.29630081722197,-1.20591579129758,-2.55026978870448,122.530708425919,0.0923632798428392,15.1899830779621,-1.81537599562721,15.3165791791669,-2.42843540197425,4.17690239664281,-20.2030856771598,-29.3197383869222,-4.65490787975549,8.61320663243097,7670733.33478792,1.12727758709951e+15,720406712108070,456536070356907,584233222084309,16.2852251715243,28.1103043846,22.6604715265268,25.6925289206575,21.736981896592,9.76968204312466,3.63129334233561,5.97482293949586,7.44323464542126,-1.29270560136968,18.9146514615347,22.7781622509673,1716.83,-1685.251,-2180.28,-106.9115
1059.5,13.8185815811157,10.352237701416,17.2849140167236,4.86363840103149,20.2421063092401,19.7222636665463,27.6429136297939,-1.64827561378479,8.49681568145752,-9.82341957092285,9537062,4977660,3540883,15590969,6.45140886306763,4.66262197494507,6.44657468795776,2.81287455558777,-1987.547,-1138.899,1052.743,-2392.879,-6.48919677734375,3923531,1551686.375,-16.2258351917225,18.5982302058203,-7.278794776768,23.8349579686549,2.44370007976644,1.41335522793828,-1.45459704490871,-3.03564245289177,121.653125738352,0.0876126079752151,11.5479874384088,-1.41636402544518,15.3790937186958,-2.39854070799527,4.40433785279654,-20.0245367492864,-29.3780162463041,-1.75717588488399,8.62032240885212,3039510.254547,1.17807162756013e+15,715899731095298,417796541302884,599259880672387,16.4678955560212,27.5576648335444,22.9291336014458,25.6254061452947,21.7043491325486,9.82112756688966,4.01482446017986,5.87321910484251,7.40117937507555,-1.24322079483739,18.8486653830098,22.9077959375096,-528.9456,-377.5506,1680.317,-1022.396
1060.5,13.867057800293,10.4271230697632,17.3069953918457,5.33566665649414,20.45415236831,19.6785875575063,27.9637500912539,-0.794794082641602,8.93490695953369,-9.93139934539795,9688233,5144862,4018847.5,15085544,5.39983987808228,4.42002630233765,7.78125095367432,2.72280025482178,-5999.204,135.5717,-1519.777,2964.949,-5.75286865234375,3916419,1354070.125,-13.5370347871299,15.3451333072061,-16.2773396561464,22.867862311602,2.43976852300538,1.35519391289664,-1.16474865036551,-3.30093132362038,124.203664314032,0.0817141691165185,21.5606109194234,-0.930294316931147,15.2721607656201,-2.63549246954798,3.96005607057458,-17.140307166363,-29.6561719850988,-4.66201305952621,8.02208909496135,6211540.24066681,1.1741018598668e+15,784801339086580,445914482452068,481515392261806,16.3823336584389,27.9215164403537,23.3297183496984,25.9623105405346,21.6909851107085,9.9540444459032,3.76013193803452,5.31898891689832,7.66855953516278,-1.51106196050302,18.86885057248,22.9570735844738,2187.365,1743.499,-157.6674,-334.8152
