Time,glTSjfm,nhTSjfm,shTSjfm,cetTSjfm,amoSSTjfm,satlSSTjfm,ensoSSTjfm,neurTSjfm,seurTSjfm,arcTSjfm,nhSICjfm,nhSICsep,shSICmar,shSICsep,nchinaPRjja,yrvPRjja,ismPRjja,wnorPRjfm,naoPSLjfm,eapPSLjfm,scpPSLjfm,eurPSLjfm,samPSLann,atlSICjfm,atlSICsep,pdoSSTjfm,nppc2SSTjfm,nppc3SSTjfm,AMOCann,traBO,traBS,traCA,traDS,traDP,traEC,traEU,traFSC,traFB,traFS,traIFC,traIT,traMC,traTLS,traWP,alpi,mhfATL30,mhfATL45,mhfATL60,mhfIP30,tripol1,tripol2,tripol3,amo1,amo2,amo3,labSSTjfm,ormenSSTjfm,gyreSSTjfm,ginwSSTjfm,glomaSSTjfm,amoSSTmjjaso,stratZ50ndj01,stratZ50ndj02,stratZ50ndj03,stratZ50ndj04
1061.5,13.8729639053345,10.5229015350342,17.2230091094971,6.44731998443604,20.2664666686824,19.7377761339477,27.3070841592724,0.891344249248505,9.81760406494141,-9.76799869537354,9548365,5337871.5,3931071.25,15757298,2.82018041610718,3.58061909675598,9.73785305023193,3.39614295959473,7625.743,86.47487,-646.9696,426.6393,-6.3858642578125,4005204.5,1316787.75,-33.1980681565626,6.67705750082663,-21.6681075439958,23.0394209494534,2.64699012702692,1.31220445993212,-1.70525662962214,-3.84442214619729,122.020041375157,0.100654641878204,11.2050302469493,-0.533766803361378,14.8942895127541,-2.25630163291812,4.66750429392263,-18.0140078946836,-30.0166015638591,-3.91778705348998,8.25054318815537,5838661.08477454,1.14197765980253e+15,768649230577403,504883750375466,510100628290656,16.0826473901545,27.407008840441,23.1196297033364,25.7550502127768,21.6058404900892,9.7693111497193,3.44714341749316,5.23835936046367,7.3427182334721,-1.51827403388869,18.850995987678,22.7630592996065,-2244.507,-1106.805,1719.757,-66.87627
1062.5,13.8459749221802,10.4960231781006,17.1959285736084,6.87160634994507,20.3438213655031,19.6797192726795,27.7673541122225,1.12442708015442,9.71571063995361,-9.24738693237305,9411698,5215651,3954854.75,15631354,4.82638168334961,6.04536199569702,6.87195730209351,3.28603100776672,6493.329,-3569.223,1782.696,1159.381,-7.4140625,3928343.5,1289253.375,-5.2050854320057,2.67396079843949,-8.65700119871251,23.0889133237016,3.14290698510309,1.3378933517236,-1.94960465946001,-3.54608017210491,123.800820907628,0.0961827013250297,23.3115356837518,-0.96503004683545,15.1229496410695,-2.53104214896984,5.0271768247135,-19.1072846871524,-29.9284734462392,-5.62153817586469,8.72433906229438,3498808.19835328,1.16174107070165e+15,742144143435109,533798656293814,657685263811269,16.4242373305887,27.7898924598469,23.3207863859315,25.841294902555,21.7536004121433,9.78998305915893,3.13592205076504,5.6360684355549,7.18144887656489,-1.51494137287489,18.9080696046587,22.9743882961714,-2098.108,1403.279,-2195.678,374.2615
1063.5,13.9141864776611,10.5912618637085,17.2370929718018,6.91895198822021,20.2826441419355,19.8551359116267,27.6557541139323,0.674770772457123,10.6844692230225,-8.35674476623535,8972209,3895506.5,3964021.75,14382691,3.73747515678406,5.53260231018066,5.06920623779297,3.33600258827209,2401.863,542.7861,-2275.563,2864.867,-4.5784912109375,4107746.5,1480700.75,7.134092512162,6.59691978116273,17.5978882795652,22.7512543178911,2.47500475191297,1.44323907919713,-1.9508338078633,-2.64045057398566,125.336123727552,0.101297592132059,12.2959135831716,-1.55984599444124,15.411403345845,-1.94534241930462,4.6259990884407,-17.1893355407139,-26.2750599563953,-4.6211273087249,9.44624344650079,9862084.86502244,1.12496598077961e+15,745139673948829,532287424919341,328323928823134,16.5410157215387,27.6825119759374,23.5308575225839,25.8462130372541,21.8384845647099,9.57914063319669,3.11405716707422,5.20060137548517,6.97021759454659,-1.5890714498131,18.9081887268116,22.801297118261,-1878.622,1763.476,1319.572,309.9654
1064.5,14.0939674377441,10.7495288848877,17.4384098052979,6.79940414428711,20.2395113158962,19.8360516975891,28.3100427079006,1.07526171207428,9.68733310699463,-8.60161209106445,8940654,3649783,3537596.25,14379067,6.42616176605225,3.93875241279602,8.96633815765381,3.83253049850464,10998.31,-2949.425,2204.804,881.6451,-6.92755126953125,4101697.25,852019.375,-27.086227756461,-10.3948282713967,9.30424692487728,23.7922580964584,2.18262451562628,1.43424925488097,-1.69742874492842,-2.9409903952432,122.726497036202,0.096772894530867,11.9923844839065,-1.35657724480654,15.1456004006522,-1.93123652592371,4.45219136159334,-18.0822864827216,-31.3480734085357,-3.32577755953621,9.0290413562145,10086086.6959204,1.17856004858172e+15,728315418045621,445781740070664,378555202981948,15.8378915900851,28.0016597116969,23.1966186038809,25.9367392354331,21.8055486908185,9.44145025331329,3.42626438720731,5.40759726548466,6.78360615699169,-1.34627880232301,18.9562939751901,22.7289800059233,-1384.881,1270.166,1387.811,-504.692
1065.5,13.9684190750122,10.4723644256592,17.4644985198975,5.8295111656189,20.2624558152787,19.8892254432637,28.23926963707,-1.86030435562134,9.16720390319824,-8.99836921691895,9124022,4385601,3511722,14730928,7.79107999801636,3.31082153320312,9.172607421875,2.48990631103516,-10541.53,1096.793,2020.06,1414.312,-4.39068603515625,3915778,1042678.6875,-43.7477024829724,3.06303168143162,12.4496052796432,23.4894635345062,2.23755842382846,1.38705428143692,-1.42742852889845,-2.59708165084664,122.636378015596,0.0892497681556067,18.7806843995258,-2.02091267424053,15.3766504313272,-2.20111847732115,4.55760075701292,-22.2468144258044,-32.1416463633107,-1.84079607340817,9.1312782545186,11086738.0781379,1.14509941167461e+15,725536645837669,454945696877254,507143474689872,15.7854931801085,27.9382375224792,23.0119481468425,25.8178264881752,21.7411695953402,9.71306598787246,3.53041723498059,5.90700583928384,7.05089343900238,-1.43875486079773,18.9940644117395,22.7325982920851,5235.933,2438.761,511.4793,-349.7935
1066.5,13.8309516906738,10.455997467041,17.2058773040771,6.51954364776611,20.1963601780159,19.6632647119925,26.9569955195825,-1.53449463844299,10.669153213501,-10.0730504989624,9660266,5773892,4063709.75,14614998,4.40944910049438,6.45473051071167,6.93298673629761,2.91924166679382,-4635.271,8128.428,3588.657,-374.2281,-6.423095703125,3893812.75,1391087.375,-39.88125405455,-1.13236587420483,-2.70433630998154,22.38822522668,2.35289107169567,1.32606145474843,-1.92471532524728,-2.31662042449594,123.217723242964,0.117089113975663,11.1421288845356,-1.7953098888678,15.1448264390743,-1.78530923410301,4.568648428699,-20.2502680653047,-30.6134845632439,-3.75386812993181,8.04696919954307,4305825.727232,1.09090995886563e+15,701314111636525,433981515574938,572335856034149,15.8333525952433,27.3185760408692,23.4611255231537,25.6991930553777,21.6403306509997,9.71996575363504,3.68119716957316,5.91047469018178,7.13373626748816,-1.11063348380141,18.8319624130359,22.7669636925358,-1070.224,-651.7625,-1548.352,169.3708
1067.5,13.7170686721802,10.2493944168091,17.1847457885742,5.0259838104248,20.215692607475,19.5697106927832,26.7467690520107,-1.17114996910095,8.94643211364746,-9.60083103179932,9648996,5708281,3787872,14239134,4.90150499343872,4.06793260574341,7.23634767532349,2.57542729377747,-6582.642,796.8354,2607.666,-1450.483,-6.15423583984375,3793158.5,1430017.25,-27.7408811891321,-3.77161150775041,9.89916367490869,23.0542328135737,2.73380331977656,1.29285299543048,-1.79843018220859,-2.62194890654197,124.10001901756,0.0996520522539811,17.2520150598915,-1.52044927267875,15.2366694225883,-2.18833170726894,4.59169325347975,-19.8171816165916,-28.5647873607681,-4.53271331513346,7.68813159006038,9926618.94600079,1.11974341717786e+15,790286348531757,440146813029697,593584830164907,15.9534759977394,27.0474604153452,23.4735136951833,25.5584952255406,21.7087990918335,9.7765860294806,3.57360160189594,5.951794160539,7.00642211845618,-0.868812842522263,18.8159818238904,22.7091809736117,1437.039,-1383.967,643.1125,31.59123
1068.5,13.8288707733154,10.4045343399048,17.2531719207764,5.19865894317627,20.2573525826188,19.7062073456524,27.2259642503531,1.07873475551605,9.88350200653076,-9.4938907623291,9520718,5508897,3762136,13851469,3.51246905326843,6.01432418823242,7.03519153594971,2.82753801345825,3256.502,838.5743,-1572.339,-4196.02,-6.95703125,4028886.5,1315854.5,-23.6878655951035,3.75092427425804,-1.78057922278819,23.1232519362448,2.79256805921268,1.37086021178036,-1.99775647522958,-2.99430134280944,124.84009765948,0.0998417957916087,22.653827225452,-1.24106283987222,15.2153934724638,-2.17180585768931,4.75488584256811,-17.773565310057,-26.4775547302439,-3.60192505414843,8.52704754984888,6466328.72860155,1.15531046050757e+15,754484020466475,451994626659091,674660778651110,16.0369772250768,27.3033660860499,23.4880625156015,25.6966721417251,21.7387810498714,9.65382368221498,3.32627222105864,6.05897122013306,6.91950704159852,-1.27449996516527,18.8100275341965,22.8944922122269,-437.6994,-522.5849,854.648,230.1283
1069.5,13.9373168945312,10.49587059021,17.3787689208984,6.43927001953125,20.3130503673373,19.809904248424,27.9483672664591,0.530193388462067,10.1291675567627,-9.2153205871582,9575438,5793832,2975240.5,14366137,4.8605842590332,5.09699153900146,9.17502498626709,2.857173204422,-1675.469,3069.755,2584.832,4005.304,-6.1539306640625,3795188,1126102.75,-16.3081360921875,14.609019470367,0.574056695906738,22.9887669510395,2.84811633825884,1.30902117820356,-1.63640768105675,-2.40424828604757,121.404310143517,0.116765189452211,14.6867073224366,-1.49734590042969,15.2072793427163,-2.52810475055826,4.10160654913614,-18.490645025107,-27.7698623784282,-3.77861492828828,9.21192211634724,7922824.75149999,1.16998681700475e+15,763255843010004,470865120196559,362954116846964,16.0556255117359,27.8207489561004,23.0774228780152,25.7011175441455,21.9511455881355,9.64404243119896,3.31172847582859,6.50244199146514,6.88113535001656,-0.576163475988356,18.9175509449859,22.7128002105205,751.9909,2264.937,1437.143,-870.8946
1070.5,13.880838394165,10.3871479034424,17.3745441436768,6.74081134796143,20.1166352649474,19.8264717070249,27.4589683791801,1.47266066074371,9.99611663818359,-9.03882026672363,9463126,5688986,3329999.5,13812125,5.08389186859131,4.7817907333374,6.64942073822021,3.55552673339844,5229.066,2243.919,3323.795,410.6073,-7.056396484375,3857232,1532170.5,-15.0255128247077,11.8589273964239,4.73534915355567,23.777768871942,2.86441883654072,1.30030454286661,-1.60438249832808,-2.85854382051834,126.430737967828,0.0972174629127293,21.4021536447135,-1.10317511676466,15.3916813717803,-2.55584526068371,4.17836943173588,-18.7824050624249,-30.488109616159,-3.75000323663746,8.95484882146568,10468267.540915,1.19382529082284e+15,786337012090409,443889484721470,421852095159073,16.1425733542754,27.4526766864879,23.3822435433326,25.5230728850645,21.7762326587858,9.47962167032246,3.49677244630244,5.84080364676314,6.81859864915896,-1.16287100107973,18.9002418630706,22.6128521596727,-3724.354,2030.969,414.1823,-388.4657
1071.5,13.7326974868774,10.1994676589966,17.2659397125244,5.9642767906189,20.2472268758475,19.9064972072025,27.0879866900643,-1.90656113624573,9.89764213562012,-9.91298294067383,9562203,5561436.5,3904268.5,13008183,6.71266317367554,6.15173196792603,6.79045677185059,2.87451577186584,-7368.296,5674.187,-654.3207,-1111.768,-4.52996826171875,3825682.5,1153429.625,-16.856908272488,-1.03922472579583,-4.20567159931408,23.8621771108065,2.49196979448426,1.41240782875347,-1.51246529791086,-2.71719160537126,126.613272527785,0.104015829128258,16.1317643909126,-1.50904378783178,14.982478037209,-2.39169863791434,4.21970700743004,-20.0354713796253,-29.4269657985808,-3.22089479763316,7.7159585217695,7744334.6250391,1.15509112245524e+15,809017749783882,456277791602652,393898367898217,16.168859625125,27.149303455317,23.3210755060321,25.6731281721046,21.6723070368024,9.74274877391622,3.35800799980022,5.5568181831831,7.10289387993944,-1.22131017761616,18.8714121702343,22.7762377171615,-1423.305,-610.4984,160.5105,572.0244
1072.5,13.7823734283447,10.2851486206055,17.2795886993408,6.53576469421387,20.2595928785824,19.827473111281,27.1106059621805,2.01169466972351,10.5854682922363,-9.95668792724609,9561962,5631800,3447428,13389884,4.91691637039185,3.85313129425049,6.73727560043335,3.21069860458374,5570.383,834.2908,2666.088,-733.0659,-7.841796875,3935746.25,1558281.625,10.4175912426823,-16.8417966983844,0.768552444359257,24.1064983885691,3.24944173003795,1.4105784006946,-2.31143249651966,-3.19616192893613,125.433558723235,0.0958219967870606,28.0299105534601,-1.0685326404422,15.0263475528044,-2.35048460526189,5.06938135662106,-16.5319462292108,-25.5185055393235,-5.87808557099239,7.55802290331587,0,1.16957766615252e+15,786573360420694,496083817475405,674365044820876,16.5063982470382,27.3522824222824,23.7801929723329,25.6800898064692,21.7592363874505,9.73493321301956,3.57208758381965,5.53588507264755,7.16259440464763,-1.30092891563774,18.9417234190305,22.8455597794842,-1313.915,-3275.109,-1844.237,1584.951
1073.5,14.1969547271729,10.8286361694336,17.5652713775635,6.91347646713257,20.2953979740685,19.833879375592,28.7187657215383,1.83148729801178,10.1598892211914,-8.73447227478027,9279911,4872250,3393271.75,12948639,8.40998077392578,5.50587892532349,9.29030418395996,3.65191054344177,-282.4528,2152.143,-1103.804,4147.624,-5.4222412109375,3909016,1159577.5,0.397338908423907,-2.74397288756785,-0.956268303919201,23.5856422523451,3.30965102419914,1.17405974843653,-1.88767308878701,-3.09118208563446,121.933861084442,0.124451887841248,18.0190271708852,-0.905024703827567,15.5262041300201,-2.58628496998313,4.59717386510505,-19.8605076794043,-29.1157803353662,-1.55569417515817,8.80957981299188,12028063.158079,1.17679890578647e+15,844550564146472,518508640246500,199823308782270,16.3322335530253,28.4457722158098,22.9882402954882,25.7721957599503,21.7559692533298,9.71118727820936,3.13144941118058,5.94719486837712,6.79013355714431,-1.2265109044252,19.0740725611019,22.8498280457195,-1876.151,-41.50025,1832.208,-207.7551
1074.5,13.8280696868896,10.3254556655884,17.3306884765625,6.0008807182312,20.3146952892277,19.8894535251201,26.5112260253737,-1.08589804172516,8.32054424285889,-9.72584819793701,9578621,5594407,4128933.25,14043464,5.09289407730103,6.61625862121582,7.8787579536438,2.93514466285706,-3089.707,-2234.047,1791.136,687.1973,-6.2445068359375,4025184.5,1504403.625,-21.1421219858413,-6.06979485123412,7.82144002682036,24.0554363062904,2.72223549716831,1.25530492966948,-1.60756457586428,-2.72460261013034,124.702322690549,0.103031289382849,14.5714198107843,-1.41478153550668,15.5937440260434,-2.38632921985118,4.36471098472901,-22.4755601980121,-28.439121354168,-1.15681768066499,8.96526575632652,7069933.50638363,1.17179212723282e+15,801221785810477,484861927700163,698934488670496,15.9087789962737,26.9052056965144,23.462490250433,25.8638841959013,21.7497710057465,9.71101690220378,3.29591066718164,5.88794654916552,7.28056942828865,-1.5613081006926,18.8967853714811,22.6822659683044,1744.139,110.5335,1249.178,11.16726
1075.5,13.8473234176636,10.3461008071899,17.3485412597656,6.3324728012085,20.1304950189577,19.632321086658,26.8816179665459,1.11799263954163,8.98854160308838,-9.65877819061279,9474844,5696652,3973272,14655804,5.90726232528687,4.09381675720215,8.93255233764648,4.06350946426392,10839.51,-600.2289,-2169.589,-4265.833,-7.4864501953125,3816263,1488499.5,1.85832698880016,-11.4518176245698,-10.2089189668686,24.390101864026,3.14220231184101,1.2426339793737,-1.81066984074442,-3.35501605555368,125.394801041126,0.0576167440114438,11.4332997003241,-0.851551066445326,15.6356906720579,-2.56084585763866,4.73096804933282,-20.0905077245967,-30.8096471179162,-2.29527635019735,8.55489033174647,0,1.2091877371559e+15,821311814046640,449929122066861,432297354213342,16.5716153008773,27.0950610214106,23.6003115192499,25.5394285587121,21.5490186863335,9.74483614893527,3.30465307261267,5.57171382606543,7.13066540522847,-1.3338090071834,18.8868485067245,22.7252953171162,362.1589,-2325.115,-499.0026,832.8404
1076.5,13.8722047805786,10.4222078323364,17.3222255706787,5.65415477752686,20.3744166941252,19.8330249089729,27.7903430111255,-0.0619628913700581,9.33173942565918,-9.76621627807617,9506026,5479256,3851652,15070468,4.46833372116089,4.24651622772217,6.96925973892212,3.19000387191772,1418.726,-1868.436,68.94571,-2200.349,-6.4901123046875,3900991.5,1238599.5,-14.505506000499,-10.3904981089025,1.06407081882948,24.0689499284005,2.78829151419261,1.41567045321664,-1.71763165290115,-3.34955270214443,125.941330291122,0.0809940360051474,21.0038370584577,-0.834098473209778,15.3897129729213,-2.50740179044094,4.38323357957808,-20.9670651623046,-30.9417111654438,-2.18864476284016,8.99098760601423,8002651.45109903,1.18268739199144e+15,781375698099059,477738779998447,479800475375384,16.2280262268921,27.6648949603909,22.9852015011046,25.6440814491213,21.8152666955189,9.97024957509177,3.14862687542924,5.38932362870534,7.46766487423973,-1.55142119453805,18.8905398277657,22.7441172306856,-204.4463,-580.0621,-1000.018,718.2084
