Time,glTSjfm,nhTSjfm,shTSjfm,cetTSjfm,amoSSTjfm,satlSSTjfm,ensoSSTjfm,neurTSjfm,seurTSjfm,arcTSjfm,nhSICjfm,nhSICsep,shSICmar,shSICsep,nchinaPRjja,yrvPRjja,ismPRjja,wnorPRjfm,naoPSLjfm,eapPSLjfm,scpPSLjfm,eurPSLjfm,solFORC,samPSLann,atlSICjfm,atlSICsep,pdoSSTjfm,nppc2SSTjfm,nppc3SSTjfm,AMOCann,traBO,traBS,traCA,traDS,traDP,traEC,traEU,traFSC,traFB,traFS,traIFC,traIT,traMC,traTLS,traWP,alpi,mhfATL30,mhfATL45,mhfATL60,mhfIP30,tripol1,tripol2,tripol3,amo1,amo2,amo3,labSSTjfm,ormenSSTjfm,gyreSSTjfm,ginwSSTjfm,glomaSSTjfm,amoSSTmjjaso,stratZ50ndj01,stratZ50ndj02,stratZ50ndj03,stratZ50ndj04
851.5,13.8162221908569,10.4167623519897,17.2156639099121,6.06907320022583,20.3249303118516,19.6817644668752,26.9763505010613,-0.126066729426384,10.2181243896484,-22.5918731689453,12093213,5748281,4352757.5,14413919,6.2113676071167,3.93736505508423,8.75106716156006,3.18245077133179,-3192.97,3060.789,-3127.093,-1837.093,1361.016,-6.2923583984375,3639651,1297934.5,-12.2325969099135,-5.89836094507783,6.30740397938438,23.7246251170382,2.80903383768396,1.38060921764195,-1.49927980928291,-3.05551874543093,120.524570488124,0.0925416878620567,15.3865442797366,-1.55851543438163,14.7742624124823,-2.64207206702265,4.70174763826581,-18.6464516026335,-27.3519682534514,-0.990973608328043,8.25752696909985,1571134.76185688,1.2249575493709e+15,765658582954213,437078153549256,633804053177694,16.7253305437373,27.1637397936003,22.9913255046717,25.9041887342019,21.7099038147743,9.81384823564884,3.82606215842602,5.52583598639015,7.06480264372206,-1.02811595858221,18.7641926743633,22.779754202857,NaN,NaN,NaN,NaN
852.5,13.7103252410889,10.2605504989624,17.1601142883301,6.3277587890625,20.1782849950563,19.7689986094311,26.924677693513,-0.372548639774323,9.29294490814209,-22.3739738464355,12219972,5418342.5,3476107.25,14712434,6.33227729797363,4.0048680305481,7.58537769317627,3.05260300636292,389.3549,-1927.269,1569.36,2559.532,1361.028,-5.0015869140625,3795607.5,1287792.875,-4.82853282024066,-3.93043014234369,-2.79087734069864,23.9758240867012,2.89064442484972,1.34314471854578,-1.71124741698633,-2.62382122211157,121.259309423405,0.0958723955863941,12.2139392506863,-1.86578139316962,15.1646793046236,-2.54340604861277,4.73819010478428,-18.2568124857848,-29.8024908970739,-3.59582967385911,8.84056710266944,6596529.64881656,1.16178743313056e+15,802234540040447,479024902391447,468849052797818,16.7780263050344,27.0880599232015,23.4028876191779,25.5543720891606,21.6282101368312,9.87365054699921,3.73322591771052,5.89760600277708,7.11343481452107,-1.21480788947259,18.788065967274,22.6722822421723,850.0146,536.1622,-676.4814,866.2162
853.5,13.8933448791504,10.5686025619507,17.2180805206299,6.43582820892334,20.3447351166435,19.8053986187053,28.1424891780985,1.20295441150665,10.4168615341187,-21.4406433105469,12376464,4951188,3663360,15408551,3.34342384338379,6.44811105728149,5.74347257614136,3.40799689292908,-9526.619,-2146.501,1793.766,5472.004,1361.04,-8.29498291015625,3873177,1467949.625,5.03796771145361,5.82233589544498,-4.85613427756217,23.8037072446305,3.33215735137383,1.37025812707622,-2.10794974943061,-2.14395549228255,122.591346442608,0.113022230368795,17.1730339982526,-1.88822057640544,15.5479520390735,-2.59437208242643,4.65597991262539,-17.746913398993,-27.3756155372945,-3.6126712850785,9.89687387969066,10449736.1476141,1.19097291193229e+15,812271916757617,490069173908531,486957899205853,16.4228855845666,27.9410324738378,23.2736322958469,25.8778166669832,21.7517433171254,9.87445104864802,3.72439845458682,5.76230785020398,7.18575873395705,-1.47780986123866,18.8963989309254,22.4877677908844,-648.0217,906.6003,1308.796,-345.1719
854.5,13.7510833740234,10.3471307754517,17.1550674438477,6.80751419067383,20.1474741514796,19.6257638537949,27.7363464317414,0.651570498943329,9.56466197967529,-20.8726863861084,12188320,5679233,2998713.5,15468588,5.59111833572388,3.79089140892029,7.89320135116577,3.31104707717896,-7195.251,-1056.683,1226.003,1551.21,1361.056,-4.43267822265625,3931343.75,1235372.5,20.7580945762867,7.98024012181204,6.66853962374228,24.7812239304591,2.99837441208611,1.37608215173251,-1.80122991579281,-2.38077529085357,121.915927752102,0.0909435017619189,15.2651942639763,-1.96213718484755,15.7251968817414,-2.58758932475024,4.66397865519543,-17.3745420792298,-28.2079316614917,-3.02236841740249,9.30715810265135,6519819.29328132,1.20357734662592e+15,817793569136684,515377129577894,489892834947571,16.0043843972889,27.5877668386986,23.0208275917429,25.4919357425235,21.6821369357536,9.76608649169133,3.57891561984837,5.2138421151706,7.16211046464053,-1.47958063193706,18.7482393659727,22.5581512480131,-2933.483,2245.11,-914.8367,1550.462
855.5,13.7276592254639,10.2919797897339,17.1633377075195,5.72817611694336,20.1345887973396,19.8313276193957,27.5129723539531,-0.412794977426529,9.59970855712891,-22.9030017852783,12114266,5081602,3104209,15067484,8.34704875946045,4.97332429885864,5.73655891418457,2.95407462120056,-1076.473,-271.0595,-7176.804,1287.544,1361.072,-7.7724609375,3725595,1537707,14.420001637804,5.87864396862134,2.52165846292823,24.8168017712741,2.97023266134353,1.38067794082381,-1.80548420464246,-2.76862227055299,124.158418700385,0.105631102067012,21.7546542276077,-1.74014420754769,15.7520838363922,-2.52838524270407,4.84625607705482,-18.2934954471907,-29.8069846306031,-2.71968875545891,9.81439737360279,0,1.24302808778358e+15,780653767071334,495917650708515,514078984232113,16.0292373379992,27.4837027733482,23.1229441959644,25.5906303090881,21.6901305512224,9.67131639332964,3.76169138309602,6.24686070747956,7.16991399587221,-0.863868164664869,18.7809817626233,22.5783934068442,550.1586,1281.553,820.4631,276.8767
856.5,13.8420457839966,10.3721084594727,17.3119735717773,6.86304473876953,20.1152882206608,19.8933618876138,27.0558763480163,1.71147084236145,10.3780069351196,-21.4836330413818,12278410,5089376,2845932.5,14421506,3.36849856376648,3.58169507980347,8.40132617950439,4.01240873336792,-9584.061,-186.8918,2872.678,2542.691,1361.088,-6.57867431640625,4030643,1477958.75,-5.12318220483754,9.40306481123416,0.0794872762962271,24.4326517539871,2.92153311083236,1.35861577202987,-1.94379536072874,-3.03445863008855,122.404421324905,0.0936760200912852,15.2940094919004,-1.3963796865524,15.9109537317232,-2.34463394705055,4.90572544449468,-19.5751798277589,-27.5463369663383,-1.96556022955577,9.25386752833144,2144821.84181799,1.25247005377948e+15,839538653156145,490990557277340,465449048729059,16.4511404619777,27.0607163096366,22.9367285117849,25.5714991257506,21.5849179373262,9.71046585601578,3.5491213435689,5.98350036342419,6.87487796042088,-1.53512891909567,18.7742280268671,22.5608770112229,-2056.081,1560.965,616.3964,1097.909
857.5,13.605504989624,10.1008434295654,17.1101818084717,6.93139266967773,20.1139187755392,19.9045719303377,26.4739813522517,1.90830183029175,10.3764848709106,-21.6109523773193,12276642,5073468.5,3099429,14777472,6.03796529769897,6.02952098846436,5.94374799728394,4.0410418510437,-9040.878,3201.261,1012.528,-1576.891,1361.104,-7.0318603515625,3901287.25,1418001,-3.34314148395763,-1.77825144234917,2.35459162407755,24.8613535127548,3.24924348430103,1.32306379328983,-1.93185795986129,-3.30463779562911,121.502618655131,0.126478177838221,12.9949236437862,-0.999570103577099,15.4808260839473,-2.62666640461967,4.80757055458966,-19.6433338492621,-28.1798651512609,-2.02409584956007,8.57333328755191,5307810.34723034,1.23764404789303e+15,832385203735480,499064683812386,578959675849632,16.4420535244054,26.7141525819689,23.0529927757855,25.3861290083546,21.6490839735179,9.78576024578332,3.69714877534595,5.95584163917798,6.93672216735381,-1.44639737886559,18.7057238662643,22.4946628702401,695.9089,464.1661,-869.3303,-1877.299
858.5,13.5382413864136,9.8675537109375,17.2089138031006,6.06545782089233,20.153984191853,19.6674600559023,27.3014266308304,-0.554180502891541,8.82697200775146,-23.2768840789795,12238571,5678771,3104985.25,14439799,4.21505784988403,5.05636835098267,8.44863700866699,2.96167182922363,1143.732,-3975.539,-871.5934,3570.58,1361.12,-6.79534912109375,3951017,1327807.25,-15.5149794435709,-13.8586744321895,1.99312203399656,24.7509808887434,2.67342061425779,1.33620930663175,-1.88754715187374,-3.7049586568737,121.608590322898,0.107834948086701,17.6553370016597,-1.03565703328275,15.8484484530536,-2.12627997351551,5.1811925152544,-18.3622765621397,-26.0524950801507,-4.17819218822282,9.21298432219512,1277734.05386516,1.2031629211965e+15,836564450134433,512235657977616,570816504774519,16.7061321195649,27.2111001401474,22.9250504661135,25.5124132513233,21.6921687728273,9.67873563501121,3.48801097677042,5.69015134679774,6.97764494479559,-1.4898075925056,18.8032361854717,22.7040567228232,377.2243,-982.0333,-1452.602,586.8964
859.5,13.7943305969238,10.2864971160889,17.3021717071533,6.56617784500122,20.0720736805682,19.647824068213,27.8460588729105,0.932833671569824,9.90719509124756,-21.7273063659668,12302540,5738525.5,3569005,14487498,3.37142729759216,4.99611139297485,6.52830076217651,4.04884767532349,-5483.681,315.968,3781.214,710.437,1361.134,-7.76727294921875,3836412.5,1360883.625,-8.98798322200334,5.74154303166337,0.754148716362338,25.4036269884532,2.8442954232051,1.37832377348177,-1.57179880433634,-3.513981090281,125.270605438958,0.114306445897567,16.0163271754958,-1.16905406395434,15.7062010242088,-2.66947898442642,4.7384694507713,-18.4908882577707,-29.1254637176638,-2.73371166732701,9.59369845513898,5215971.11949009,1.23057520211384e+15,821230198689342,472980590619937,646745357022562,16.611602302192,27.6322069391012,23.2086074876549,25.4501414581248,21.8127959300398,9.38013213327515,3.47648411832706,6.00842852061896,6.54455307814811,-1.0045468506399,18.897418065289,22.4351496712234,-3062.366,1446.565,-764.5024,1004.328
860.5,13.8136348724365,10.3612718582153,17.2660026550293,5.96479034423828,20.0426145059921,19.6248238218288,28.0213678158461,-0.060520876199007,9.16039276123047,-20.5186080932617,12270826,5301458,3060652,14711636,5.82022094726562,5.04971504211426,9.25945568084717,2.9178466796875,3190.188,1368.05,-1866.224,2017.073,1361.148,-4.23834228515625,3931861.5,1259126,8.09709667750181,16.9485223787165,-8.86311148953659,24.9346750029437,2.45207457776671,1.44418399366653,-1.66807794411069,-3.04589643554939,122.69895288088,0.106583428626936,18.172118334435,-1.72221229977041,15.890856519304,-2.20750154448116,4.90628941628799,-18.314596349245,-28.519313982226,-1.5349964457819,9.76357618709194,11410047.024354,1.24442177300346e+15,833529285437107,505954261548208,336510164196053,16.4189162153305,27.7297596772193,22.8085733660138,25.485526866868,21.5997199250231,9.46935623071519,3.39631689231104,6.01209648874599,6.91559242479351,-1.13940884028557,18.8346917570049,22.4087588074694,3414.705,928.7825,-547.1592,525.0068
