model,num_irrelevant,max_allowed_features,target_feature,dataset,year_start,year_end,splitsize,max_lag,init_lag,max_forecast,mae_score,corr_score,n_total_features,waveletfilter,selected_feature_list,feature_importances,selected_features
LRDropoutPSO,0,6,amoSSTmjjaso,shigh,866.5,2005.5,0.8,15,1,1,12.789415125006691,0.5291680245083852,1755,False,"['1_lag_11_median_AMOCann', '1_lag_8_median_amoSSTmjjaso', '7_lag_nppc3SSTjfm', '1_lag_5_median_traDP', '1_lag_13_median_traIFC', '13_lag_ormenSSTjfm']","[5.064970194814837, 6.9611458018585175, 1.3112839458182979, 0.5142793845832578, 5.522268258348628, 0.9349298671703483]","1_lag_11_median_AMOCann, 1_lag_8_median_amoSSTmjjaso, 7_lag_nppc3SSTjfm, 1_lag_5_median_traDP, 1_lag_13_median_traIFC, 13_lag_ormenSSTjfm_1755_1"
LRDropoutPSO,1,6,amoSSTmjjaso,shigh,867.5,2005.5,0.8,16,1,1,12.631039190933874,0.6022539178543401,1885,False,"['6_lag_stratZ50ndj04', '5_lag_glomaSSTjfm', '1_lag_11_median_wnorPRjfm', '1_lag_4_median_mhfATL30', '13_lag_naoPSLjfm', '5_lag_traDP']","[2.891110377710066, 2.830598714670897, 2.4919107165750902, 2.180438728500797, 2.1771711315708884, 2.382767267804538]","6_lag_stratZ50ndj04, 5_lag_glomaSSTjfm, 1_lag_11_median_wnorPRjfm, 1_lag_4_median_mhfATL30, 13_lag_naoPSLjfm, 5_lag_traDP_1885_1"
LRDropoutPSO,2,6,amoSSTmjjaso,shigh,868.5,2005.5,0.8,17,1,1,13.922182289646395,0.19312466238678896,2015,False,"['15_lag_cetTSjfm', '16_lag_traIT', '10_lag_traBO', '1_lag_16_median_scpPSLjfm', '1_lag_10_median_ensoSSTjfm', '6_lag_nppc3SSTjfm']","[1.5685763691098398, 7.576280465973181, 0.7163362094745533, 1.5886371774669588, 1.190174223872324, 2.8222444438022105]","15_lag_cetTSjfm, 16_lag_traIT, 10_lag_traBO, 1_lag_16_median_scpPSLjfm, 1_lag_10_median_ensoSSTjfm, 6_lag_nppc3SSTjfm_2015_1"
LRDropoutPSO,3,6,amoSSTmjjaso,shigh,869.5,2005.5,0.8,18,1,1,11.218116424171674,0.6761700843606261,2145,False,"['3_lag_traDS', '13_lag_atlSICjfm', '3_lag_nhTSjfm', '17_lag_tripol2', '16_lag_traFB', '1_lag_15_median_amoSSTmjjaso']","[2.1841308078509343, 1.0735277920763426, 2.115413818692371, 3.9459406114222446, 2.636886571266352, 1.5172486561384328]","3_lag_traDS, 13_lag_atlSICjfm, 3_lag_nhTSjfm, 17_lag_tripol2, 16_lag_traFB, 1_lag_15_median_amoSSTmjjaso_2145_1"
LRDropoutPSO,4,6,amoSSTmjjaso,shigh,870.5,2005.5,0.8,19,1,1,16.99997129552397,-0.30796055756277163,2275,False,"['10_lag_traFB', '6_lag_traFSC', '1_lag_4_median_ginwSSTjfm', '1_lag_8_median_traWP', '1_lag_8_median_eurPSLjfm', '8_lag_mhfIP30']","[0.40513220512348624, 1.3930913769364714, 2.1003313582054357, 2.2829540812927327, 1.0796241695579756, 2.3874495561850733]","10_lag_traFB, 6_lag_traFSC, 1_lag_4_median_ginwSSTjfm, 1_lag_8_median_traWP, 1_lag_8_median_eurPSLjfm, 8_lag_mhfIP30_2275_1"
LRDropoutPSO,5,6,amoSSTmjjaso,shigh,871.5,2005.5,0.8,20,1,1,13.259119313852429,0.46780715662393335,2405,False,"['11_lag_ginwSSTjfm', '18_lag_mhfATL45', '3_lag_eapPSLjfm', '1_lag_7_median_amoSSTmjjaso', '6_lag_traEC', '1_lag_11_median_samPSLann']","[1.8986675500425072, 1.3022811034056563, 3.104900005951725, 3.804315509994453, 5.778125391732514, 2.0047907107205587]","11_lag_ginwSSTjfm, 18_lag_mhfATL45, 3_lag_eapPSLjfm, 1_lag_7_median_amoSSTmjjaso, 6_lag_traEC, 1_lag_11_median_samPSLann_2405_1"
LRDropoutPSO,6,6,amoSSTmjjaso,shigh,872.5,2005.5,0.8,21,1,1,13.82879243913642,0.3601038851967871,2535,False,"['1_lag_11_median_nppc3SSTjfm', '5_lag_traEC', '1_lag_6_median_naoPSLjfm', '1_lag_17_median_atlSICjfm', '8_lag_tripol1', '1_lag_8_median_glomaSSTjfm']","[3.486223272119309, 0.3956151904762901, 3.288402501184338, 4.514020296561922, 4.351767874143128, 1.168853262969245]","1_lag_11_median_nppc3SSTjfm, 5_lag_traEC, 1_lag_6_median_naoPSLjfm, 1_lag_17_median_atlSICjfm, 8_lag_tripol1, 1_lag_8_median_glomaSSTjfm_2535_1"
LRDropoutPSO,7,6,amoSSTmjjaso,shigh,873.5,2005.5,0.8,22,2,2,17.324946895968296,-0.6772522300642373,2535,False,"['9_lag_shSICsep', '6_lag_shSICsep', '21_lag_seurTSjfm', '2_lag_17_median_traIT', '12_lag_scpPSLjfm', '2_lag_16_median_nhTSjfm']","[1.849077819511045, 1.3577526896105319, 1.0729589437756495, 3.722812457446521, 0.6841924639907564, 2.2793173239064624]","9_lag_shSICsep, 6_lag_shSICsep, 21_lag_seurTSjfm, 2_lag_17_median_traIT, 12_lag_scpPSLjfm, 2_lag_16_median_nhTSjfm_2535_2"
LRDropoutPSO,8,6,amoSSTmjjaso,shigh,874.5,2005.5,0.8,23,3,3,16.726583284740183,-0.06826646582151712,2535,False,"['12_lag_mhfIP30', '14_lag_atlSICjfm', '18_lag_nppc2SSTjfm', '3_lag_9_median_nhTSjfm', '3_lag_14_median_tripol3', '3_lag_9_median_ismPRjja']","[1.0913701473460957, 3.541387715277523, 4.881958326269782, 1.4836553027312185, 1.1311868101988303, 0.45474707815728266]","12_lag_mhfIP30, 14_lag_atlSICjfm, 18_lag_nppc2SSTjfm, 3_lag_9_median_nhTSjfm, 3_lag_14_median_tripol3, 3_lag_9_median_ismPRjja_2535_3"
LRDropoutPSO,9,6,amoSSTmjjaso,shigh,875.5,2005.5,0.8,24,4,4,14.45439543386485,0.3175082600181254,2535,False,"['4_lag_18_median_traTLS', '7_lag_ismPRjja', '13_lag_amo1', '4_lag_15_median_traTLS', '4_lag_20_median_labSSTjfm', '4_lag_14_median_scpPSLjfm']","[3.4704966518820646, 0.44011411376965803, 3.9926697621030467, 4.685038120713633, 1.8825470914658933, 0.8610738261757547]","4_lag_18_median_traTLS, 7_lag_ismPRjja, 13_lag_amo1, 4_lag_15_median_traTLS, 4_lag_20_median_labSSTjfm, 4_lag_14_median_scpPSLjfm_2535_4"
LRDropoutPSO,10,6,amoSSTmjjaso,shigh,876.5,2005.5,0.8,25,5,5,14.041356636036411,0.46061429361176454,2535,False,"['5_lag_gyreSSTjfm', '17_lag_traBS', '5_lag_24_median_traDP', '10_lag_ormenSSTjfm', '12_lag_tripol3', '21_lag_gyreSSTjfm']","[1.5149256906775725, 1.391148442773173, 1.4816735936866612, 1.5924425447688857, 1.2859337260902786, 1.4162614383192396]","5_lag_gyreSSTjfm, 17_lag_traBS, 5_lag_24_median_traDP, 10_lag_ormenSSTjfm, 12_lag_tripol3, 21_lag_gyreSSTjfm_2535_5"
LRDropoutPSO,11,6,amoSSTmjjaso,shigh,877.5,2005.5,0.8,26,6,6,14.303894497382064,0.45671587259088564,2535,False,"['6_lag_7_median_traEU', '6_lag_14_median_shSICsep', '6_lag_12_median_labSSTjfm', '6_lag_21_median_nhSICjfm', '6_lag_11_median_shSICmar', '6_lag_15_median_scpPSLjfm']","[2.1515402309729126, 1.737165739608087, 1.9374362050795537, 2.3162075066065526, 2.1577795548883842, 1.7371935495798358]","6_lag_7_median_traEU, 6_lag_14_median_shSICsep, 6_lag_12_median_labSSTjfm, 6_lag_21_median_nhSICjfm, 6_lag_11_median_shSICmar, 6_lag_15_median_scpPSLjfm_2535_6"
